pond_id,cycle_id,measured_date,morning_temperature,evening_temperature,morning_do,evening_do,morning_salinity,evening_salinity,morning_pH,evening_pH,transparency,turbidity,ammonia,nitrate,nitrite,alkalinity,hardness,calcium,magnesium,carbonate,bicarbonate,tom,total_plankton_
12574,12505,2022-05-17,28.9,31.9,,,,,8.7,8.8,80.0,,,,,,,,,,,,
20902,15484,2022-08-14,,,,,22.0,,7.92,,30.0,,,,,,,,,,,,
20902,15484,2022-08-29,25.9,,5.31,,26.0,,7.54,,40.0,,0.021,,1.8,115.0,861.0,345.0,1125.0,,115.0,112.0,930000.0
34728,9090,2022-10-14,28.1,29.5,5.3,4.9,,,7.5,8.7,30.0,,,,,,,,,,,,
19173,19302,2022-10-05,28.0,30.0,,,15.0,15.0,8.3,,40.0,,,,,,,,,,,,
38252,14630,2023-05-29,,27.4,,4.74,32.0,,7.7,7.9,37.5,,,,1.398,144.0,5700.0,440.0,1118.0,0.0,144.0,116.86,210000.0
34720,19670,2022-12-28,29.3,30.8,3.8,4.9,,,7.5,7.9,35.0,,,,,,,,,,,,
34731,16167,2022-08-23,24.2,23.5,6.8,4.466666667,20.0,,4.5,6.9,35.0,,,,,,,,,,,,
34731,18142,2023-03-10,27.833333333,27.9,3.733333333,5.7,,,,,,,,,,,,,,,,,
36826,20151,2022-12-05,27.6,28.9,4.84,4.4,32.0,,7.3,,27.5,,,,,,,,,,,,
32247,18924,2022-06-10,26.3,28.9,7.3,7.05,16.0,16.0,7.5,8.1,,,,,,,,,,,,,
18392,19653,2021-11-23,28.0,28.0,5.4,4.96,,26.0,7.95,0.33,,,0.014,3.0,0.03,136.0,5400.0,1300.0,4100.0,4.0,132.0,62.0,0.0
32211,20124,2022-05-26,28.8,27.0,6.0,8.0,19.0,19.0,7.81,,,,,,,,,,,,,,
27104,20953,2022-01-01,32.9,,5.3,,,,,,,,,,,,,,,,,,
34705,17738,2023-01-25,29.433333333,30.6,4.166666667,5.883333333,,,,,25.0,,,,,,,,,,,,
34693,21026,2023-01-16,30.9,31.0,4.7,6.033333333,,,7.7,7.9,45.0,,,,0.01,,,,,,,,
34427,15502,2022-10-06,28.939,,5.103,,10.27,,8.138,,,,,,,,,,,,,,
32208,18789,2022-05-19,27.45,,5.028,,24.8,,7.61,,,,,,,,,,,,,,
7370,20739,2022-10-05,28.4,29.8,,,29.0,29.0,8.0,8.2,40.0,,,,,,,,,,,,220000.0
34715,22184,2022-10-31,28.1,29.5,4.1,4.633333333,,,8.4,8.5,80.0,,,,,,,,,,,,
18355,13308,2021-10-24,,,4.81,,,,,,,,,,,,,,,,,,
24271,16961,2021-09-28,27.633,29.849,4.962,6.043,4.0,3.0,,,,,,,,,,,,,,,
32398,15789,2022-05-20,29.028,32.74,5.994,6.77,16.86,15.007,8.384,,,,,,,,,,,,,,
31471,12853,2022-06-03,28.0,30.0,,,29.0,,7.7,8.1,60.0,,,,,,,,,,,,
34691,14094,2023-01-27,27.45,29.9,4.775,5.0,,,7.9,8.2,40.0,,,,,,,,,,,,
31443,20714,2022-12-08,27.0,28.0,,,31.0,,7.5,7.7,35.0,,,,,,,,,,,,
36814,19686,2023-01-24,29.0,30.4,3.65,3.36,27.0,,7.3,,35.0,,,,,,,,,,,,
39889,18614,2023-05-17,,32.189,,3.439,,34.03,,,,,,,,,,,,,,,
7367,17475,2023-05-16,,,,,24.0,24.0,7.9,8.4,45.0,,,,,,,,,,,,
34723,17880,2022-08-12,24.9,26.2,5.0,7.4,16.0,,7.3,7.2,65.0,,,,,,,,,,,,
38467,17882,2023-06-05,27.983,29.64,3.983,5.87,18.508,16.74,8.23,8.47,,,,,,,,,,,,,
18356,18911,2021-12-01,28.0,29.0,5.4,4.42,,23.0,7.6,7.97,,,,,,,,,,,,,
31469,17696,2022-11-26,28.0,30.0,,,29.0,,8.9,9.3,45.0,,,,,,,,,,,,
31469,17696,2022-12-24,28.0,28.0,,,22.0,,7.7,8.1,37.5,,,,,,,,,,,,
34728,9090,2022-11-07,28.1,29.833333333,6.0,3.633333333,,,7.2,7.1,60.0,,,,0.32,227.0,,,,,,,
32218,16251,2022-06-07,27.0,29.9,6.9,6.78,20.0,18.2,8.0,,,,,,,,,,,,,,
36656,20294,2023-03-29,,,,,5.0,,8.0,,40.0,,,,,,,,,,,,
36526,18831,2023-04-15,,,,,25.0,25.0,8.3,8.5,,,,,,,,,,,,,
34688,17274,2022-12-06,29.5,31.4,4.266666667,7.14,38.0,,7.5,7.0,45.0,,,,0.013,148.0,,,,,,,
32505,15773,2022-05-14,29.0,29.8,5.0,8.0,22.0,22.0,7.7,,,,,,,,,,,,,,
38250,19684,2023-03-22,,,,,32.0,,8.3,8.7,75.0,,,,,,,,,,,,
20909,9106,2022-10-16,27.1,,5.51,,24.0,,7.49,,40.0,,,,,,,,,,,,
33527,20438,2022-11-12,27.0,29.8,5.49,4.5,30.0,30.0,7.84,8.12,47.5,,,,0.15,128.0,6200.0,640.0,1093.5,0.0,128.0,89.62,33.0
19637,20664,2021-11-27,,29.2,,4.16,28.0,29.0,7.8,,15.0,,,,,,,,,,,,
40876,21023,2022-12-18,30.0,31.5,,,30.0,,,,110.0,,,,,,,,,,,,
38729,20259,2023-04-12,,,,,,,8.1,,,,,,,,,,,,,,
32179,17730,2022-09-27,27.773,29.07,4.214,5.593,29.018,29.573,8.344,8.466,,,,,,,,,,,,,
36811,20658,2022-12-16,28.8,29.1,4.42,4.11,30.0,,7.5,,42.5,,,,,,,,,,,,
18356,18911,2021-12-16,28.0,28.0,5.19,4.61,,24.0,7.7,8.04,,,0.035,2.3,0.079,172.0,5500.0,1100.0,4400.0,0.0,172.0,52.0,0.0
18351,18675,2021-12-27,28.0,29.0,5.77,4.24,,27.0,7.74,8.1,,,,,,,,,,,,,
37346,15499,2023-01-12,27.1,29.3,4.0,4.0,15.0,15.0,8.33,8.58,52.5,,0.0,,,120.0,,160.0,600.0,,,,670000.0
34726,20978,2022-08-11,25.1,26.0,5.4,6.4,,,8.1,7.4,70.0,,,,0.02,,,,,,,,
32249,20666,2022-09-20,28.96,30.0,4.701,5.9,21.872,21.0,8.495,8.5,,,,,,,,,,,,,
14350,15982,2022-10-27,,,,3.8,,,,7.5,40.0,,,,,,,,,,,,
14350,15982,2022-12-03,,,,4.7,,,,,,,,,,,,,,,,,
34776,19872,2022-06-07,,,,,23.0,,8.2,,28.0,,,,,,,,,,,,
34776,19872,2022-07-29,,,,,,,,,,,,,,,,,,,,,
34697,16054,2022-12-24,27.633333333,29.533333333,5.1,4.3,,,,,40.0,,,,,,,,,,,,
34707,14437,2022-12-06,29.3,30.933333333,3.7,5.816666667,34.0,,7.6,7.9,30.0,,,,0.323,229.0,,,,,,,
7366,20610,2022-11-21,28.6,30.5,3.62,7.23,28.0,27.9,7.37,8.04,27.0,,,,,,,,,,,,247500.0
31258,15005,2022-04-06,28.0,,,,22.0,,7.9,,80.0,,,,,,,,,,,,
35760,14095,2022-11-15,,,,,3.0,,7.8,,55.0,,,,,70.0,,,,,,,
33758,15413,2022-07-09,28.211,30.317,4.399,10.342,20.797,19.987,7.71,,,,,,,,,,,,,,
20920,21598,2022-09-13,27.6,,5.51,,25.0,,7.49,,40.0,,,,,,,,,,,,
13250,12348,2023-02-20,,30.148,,7.216,,8.0,,8.344,25.0,,,,,,,,,,,,
32309,20949,2022-05-09,,,,,9.0,,7.9,,40.0,,,,,145.0,,,,,,,
22418,20526,2022-08-03,28.4,,6.9,,28.0,,9.0,,90.0,,,,,,,,,,,,
32215,21413,2022-08-13,27.444,29.992,5.191,6.464,8.211,7.845,8.338,,,,,,,,,,,,,,
38502,18233,2023-03-28,28.543,32.288,3.667,5.72,14.386,12.785,8.11,,,,,,,,,,,,,,
13266,16563,2022-08-15,28.0,30.0,,,16.0,16.0,8.1,,35.0,,,,,,,,,,,,
32939,18760,2022-06-04,28.6,29.63,6.86,6.88,20.7,17.98,8.1,,,,,,,,,,,,,,
20902,15484,2022-10-11,27.2,,5.26,,23.0,,7.4,,35.0,,,,,,,,,,,,
32309,20949,2022-05-24,,,,,8.0,,7.8,,32.0,,,,,145.0,,,,,,,
33163,14587,2022-06-19,27.6,28.1,4.72,5.22,17.0,16.0,8.19,,,,,,,,,,,,,,
32217,16051,2022-10-14,27.392,28.111,5.184,5.401,6.718,6.372,8.393,,,,,,,,,,,,,,
34728,9090,2022-11-24,28.7,,3.8,,,,7.0,,,,,,,,,,,,,,
1,12866,2023-02-14,27.265,30.814,4.655,5.217,17.956,16.669,7.862,8.546,30.0,,,,,,,,,,,,
32324,17640,2022-07-19,,,,,11.0,,7.9,,32.0,,,,,125.0,,,,,,,
37061,21182,2023-01-31,25.7,26.2,5.3,5.6,10.0,10.0,7.66,8.23,47.5,,,,,,,,,,,,
32209,17218,2022-11-17,27.768,29.625,4.544,5.894,35.922,35.589,7.57,,,,,,,,,,,,,,
32212,21599,2022-06-23,27.9,27.3,4.1,6.48,19.3,19.7,7.47,,,,,,,,,,,,,,
34729,20975,2023-04-17,26.633333333,26.4,4.633333333,5.8,,,7.533333333,7.866666667,,,,,,,,,,,,,
32294,19294,2022-08-21,26.271,32.541,3.526,11.766,15.832,13.701,8.106,,,,,,,,,,,,,,
31459,22536,2023-01-01,26.0,,,,22.0,,8.0,,40.0,,,,,,,,,,,,
34064,19640,2022-05-16,26.7,,,,26.0,,7.6,,,,0.041,25.0,0.6,140.0,,,,,140.0,,
38263,19372,2023-06-02,,28.5,,4.57,32.0,,7.6,7.8,30.0,,,,6.0,,,,,,,,230000.0
31460,21944,2022-07-04,22.0,30.0,,,29.0,,8.2,8.4,70.0,,,,,,,,,,,,
31875,16513,2022-12-22,27.0,29.0,,,24.0,,7.6,8.2,27.5,,,,,,,,,,,,
33516,16159,2022-06-27,,,,,,16.0,,8.3,20.0,,,,,135.0,,,,,,,
38763,21347,2023-03-08,,,,,,,7.7,,,,,,,,,,,,,,
20107,17638,2022-03-17,29.0,31.0,,,22.0,22.0,8.1,8.4,37.5,,,,,,,,,,,,
20910,19098,2022-08-15,,,,,25.0,,7.83,,40.0,,0.054,,,100.0,774.0,310.0,900.0,,100.0,77.0,430000.0
34703,19078,2022-10-29,27.4,28.9,,7.12,,,8.1,8.3,35.0,,,,,,,,,,,,
33318,19530,2022-10-06,,,,,6.0,,8.0,,,,,,,,,,,,,,
31876,20976,2022-07-06,,,,,29.0,,8.1,8.6,50.0,,,,,,,,,,,,
32214,16050,2022-05-13,28.972,31.745,6.653,7.145,11.263,10.651,7.471,,,,0.024,,1.212,146.0,3300.0,800.0,2500.0,4.0,142.0,38.0,485000.0
31344,20216,2022-06-14,28.039,30.239,6.429,7.042,19.809,18.535,7.812,,55.0,,,,,,,,,,,,
14349,12863,2023-04-03,,30.0,,4.7,,,,7.6,35.0,,,,,,,,,,,,
38248,21024,2023-04-05,,,,,30.0,,7.9,8.1,67.5,,,,,,,,,,,,
34697,15836,2023-02-21,31.233333333,32.8,5.633333333,4.516666667,,,,,90.0,,,,,,,,,,,,
34721,18467,2022-10-25,26.733333333,28.8,3.7,7.1,,,8.8,8.5,40.0,,,,,,,,,,,,
32637,17563,2022-05-29,27.0,28.0,,,30.0,30.0,8.4,8.5,65.0,,,,,,,,,,,,
19169,18133,2021-10-19,,31.05,,4.41,30.0,30.0,8.0,,25.0,,,,,,,,,,,,
34727,15970,2022-09-13,26.6,27.9,8.4,7.1,,,7.0,8.9,60.0,,,,,,,,,,,,
34727,16136,2023-03-28,28.7,28.2,3.7,5.466666667,18.0,,7.9,7.8,,,,,1.8,100.0,,,,,,,
7370,20739,2022-09-22,,,,,31.0,30.0,8.3,8.4,,,,,,,,,,,,,52500.0
38265,21595,2023-04-23,,30.3,,6.08,24.0,,8.2,8.7,40.0,,,,,,,,,,,,
31459,22536,2022-10-31,27.0,29.0,,,27.0,,,8.0,110.0,,,,,,,,,,,,
30343,12865,2023-05-23,29.0,32.0,,,,,,,,,,,,,,,,,,,
5,17632,2022-05-20,25.7915,25.92,7.021,6.73,11.211,11.981,6.2085,8.967,22.5,,,,,,,,,,,,290000.0
31875,16513,2022-11-15,29.0,32.0,,,29.0,,8.9,9.3,30.0,,,,0.044,107.0,5300.0,400.0,1191.0,36.0,71.0,84.0,2930000.0
12542,14822,2022-07-17,28.8,29.0,,,,,8.1,,32.5,,,,,,,,,,,,
36814,19686,2022-11-01,,29.406,,9.962,,21.09,,,,,,,,,,,,,,,
24570,18591,2023-03-08,,,,,,,9.0,,,,,,,,,,,,,,
38763,21347,2023-02-19,,,,,,,7.6,,,,,,,,,,,,,,
19189,18468,2021-02-28,28.48,29.44,6.41,8.04,14.54,22.0,8.3,,55.0,,,,,,,,,,,,
32638,15498,2022-05-10,28.0,30.0,,,30.0,30.0,8.3,8.5,65.0,,,,,,,,,,,,
32638,17631,2022-10-31,27.0,30.0,,,34.0,,8.2,8.5,50.0,,,,0.019,102.0,6100.0,440.0,1375.0,8.0,94.0,96.0,830000.0
31246,19063,2022-05-17,28.0,,7.1,,23.0,,7.55,,40.0,,,,,,,,,,,,
32296,19687,2022-06-17,27.774,28.6,4.786,5.0,12.323,11.0,8.056,,,,,,,,,,,,,,
24271,16961,2021-07-10,27.917,29.819,4.198,4.961,1.57,1.512,8.167,,,,,,,,,,,,,,
34733,19303,2022-08-19,25.0,26.2,5.5,4.2,,,7.0,7.0,35.0,,0.12,,0.07,,,,,,,,
37063,20024,2023-03-19,27.7,29.2,5.4,6.3,20.0,20.0,8.1,8.6,27.5,,,,,,,,,,,,
36835,20409,2022-12-24,27.6,28.1,3.73,4.01,31.5,,7.4,,55.0,,,,,,,,,,,,
31460,21944,2022-06-10,26.0,29.0,,,29.0,,7.9,8.0,55.0,,,,,,,,,,,,
31460,15308,2022-11-02,28.0,30.0,,,30.0,,8.8,9.1,42.5,,,,,,,,,,,,
32638,17631,2022-11-11,28.0,31.0,,,34.0,,8.0,8.5,50.0,,,,,,,,,,,,
32236,18325,2022-05-13,27.7,30.0,,,17.0,17.931,7.41,,,,,,,,,,,,,,
37150,20390,2023-06-10,28.0,29.6,,,3.0,3.0,8.0,,30.0,,,,,,,,,,,,
30607,20429,2022-03-07,29.0,30.3,,,17.0,,8.62,9.14,60.0,,0.225,0.0,0.062,116.0,,500.0,2700.0,24.0,92.0,51.0,
7365,12867,2022-11-07,29.9,28.0,3.19,5.21,27.0,27.0,7.52,8.13,25.0,,,,,,,,,,,,
32273,9094,2022-05-29,26.9,31.6,5.0,8.0,10.0,12.0,7.9,,,,,,,,,,,,,,
36832,20660,2023-01-19,28.4,29.2,3.92,3.55,26.5,,7.2,,30.0,,0.014,25.0,0.0,92.0,5250.0,400.0,1288.0,0.0,92.0,157.0,560001.0
16054,18613,2022-04-11,28.1,30.6,6.1,7.8,27.0,25.0,7.8,,30.0,,,,,,,,,,,,
32200,21688,2022-05-19,29.1,27.0,,,23.0,23.0,7.77,7.97,,,,,,,,,,,,,
34694,15819,2023-04-10,29.3,30.4,3.7,7.1,26.0,,7.466666667,7.966666667,35.0,,,,0.31,122.0,,,,,,,
7369,17721,2023-05-25,,,,,25.0,25.0,8.4,8.6,40.0,,,,,,,,,,,,
31454,18753,2022-05-08,29.0,31.0,,,27.0,27.0,9.2,9.3,50.0,,,,,,,,,,,,
19169,18133,2021-09-14,28.3,31.2,5.02,6.36,29.0,30.0,8.2,,50.0,,,,,,,,,,,,
32730,20076,2022-06-22,28.4,30.5,4.0,,25.0,26.0,8.18,,,,,,,,,,,,,,
34186,16360,2022-08-31,28.306,28.862,4.03,5.67,13.291,13.096,7.544,7.729,,,,,,,,,,,,,
32398,15789,2022-05-27,27.337,30.101,7.616,6.663,15.082,14.081,7.1,,,,,,,,,,,,,,
33358,17747,2022-04-18,,,,,24.0,,8.0,,32.0,,,,,130.0,,,,,,,
32211,20124,2022-05-23,25.0,28.2,5.0,7.0,20.0,19.0,8.18,8.16,,,,,,,,,,,,,
32245,18028,2022-07-24,26.413,28.651,3.032,5.366,23.702,21.041,7.92,,,,,,,,,,,,,,
34724,15505,2022-11-17,27.6,29.6,3.033333333,4.0,,,8.033333333,7.1,40.0,,,,,,,,,,,,
35778,19669,2022-09-01,,,,,5.0,,7.7,,38.0,,,,,,,,,,,,
34311,18536,2022-09-08,28.462,,3.914,,8.791,,7.83,,,,,,0.026,19589.0,2271.0,198.0,500.0,,19589.0,96.01,200000.0
21966,14289,2021-05-07,28.6,29.7,5.73,5.26,18.0,,8.28,8.66,25.0,,,,,,,,,,,,
20923,20668,2022-07-17,,,,,22.0,,8.6,,60.0,,,,,75.0,799.0,320.0,705.0,30.0,45.0,68.0,310000.0
31469,17696,2022-12-07,29.0,30.0,,,25.0,,7.9,8.8,35.0,,,,0.054,92.0,4900.0,400.0,1094.0,0.0,92.0,97.0,3380000.0
33525,12862,2022-11-10,27.8,28.9,5.43,4.92,30.0,30.0,7.83,8.03,60.0,,,,,,,,,,,,
31333,14824,2022-06-23,26.3,28.1,6.8,5.79,16.2,16.2,7.97,7.91,,,,,,,,,,,,,
31451,14583,2022-05-24,27.0,30.0,,,31.0,31.0,8.3,8.6,60.0,,,,,,,,,,,,
31478,15219,2022-07-07,28.0,30.0,,,30.0,,8.1,8.5,42.5,,,,0.029,120.0,5454.0,364.0,1237.0,4.0,116.0,93.0,990000.0
34707,14437,2022-11-21,29.466666667,29.933333333,3.933333333,4.566666667,,,7.2,7.7,20.0,,,,0.066,,,,,,,,
36293,16052,2022-11-02,,,,,19.0,,8.1,,75.0,,,,,,,,,,,,
19189,18468,2021-02-17,30.06,,5.12,,25.0,,8.4,,52.5,,,,,,,,,,,,
36526,18056,2022-12-26,,27.5,,4.81,23.0,21.0,7.8,,34.0,,,,,,,,,,,,417500.0
36586,17746,2023-01-10,28.0,31.0,,,20.0,,7.2,7.3,22.5,,,,1.228,68.0,4200.0,400.0,923.0,0.0,68.0,113.0,1332500.0
37065,20834,2023-03-24,28.4,30.9,5.6,6.2,20.0,20.0,7.9,8.5,27.5,,,,,,,,,,,,
32197,19685,2022-12-17,28.323,29.406,4.414,5.06,28.63,27.656,7.789,7.99,,,,,,,,,,,,,
37063,20024,2022-12-05,28.6,28.6,6.5,6.4,18.6,18.1,8.2,,120.0,,0.0,,,153.0,,560.0,675.0,,,,
34691,14094,2023-02-11,30.3,32.1,4.25,6.466666667,,,,,50.0,,,,,,,,,,,,
34977,19696,2022-10-07,26.6,,5.95,,22.0,,7.63,,60.0,,0.053,,,,,,,,,,
32246,19519,2022-10-31,28.677,31.561,4.624,7.725,13.522,13.705,8.072,8.501,,,,,,,,,,,,,
32249,22307,2022-06-19,27.653,30.989,4.456,7.457,21.058,19.927,8.069,,,,,,,,,,,,,,
32214,19518,2022-09-24,28.854,,5.3,,8.567,,8.05,,,,,,,,,,,,,,
20912,16365,2022-07-21,28.4,,4.71,,21.0,,9.0,,60.0,,,,,,,,,,,,
20911,17636,2022-09-04,26.4,,6.36,,25.0,,7.62,,70.0,,,,,,,,,,,,
31454,18753,2022-07-07,28.0,29.0,,,29.0,,8.1,8.5,45.0,,,,,,,,,,,,
13252,19874,2023-02-22,27.932,28.786,4.472,8.862,8.0,9.0,7.952,,27.5,,,,,,,,,,,,
32180,18653,2022-10-29,26.695,28.32,4.656,5.362,22.189,21.582,7.754,,,,,,,,,,,,,,
34703,19078,2022-12-26,28.575,30.766666667,3.15,5.233333333,,,,,25.0,,,,,,,,,,,,
38368,12869,2023-03-15,27.188,29.7925,7.08,6.9065,12.404,11.6315,7.665,,65.0,,,,,,,,,,,,
36526,18831,2023-06-05,,,,,24.0,24.0,8.5,,,,,,,,,,,,,,
32249,20666,2022-10-25,28.916,31.129,5.229,10.24,11.825,11.31,8.495,,,,,,,,,,,,,,
31477,14972,2022-06-10,26.0,29.0,,,31.0,,8.1,8.1,75.0,,,,,,,,,,,,
18213,23359,2022-10-01,27.5,29.4,8.5,6.6,17.0,17.0,8.1,8.7,27.5,,,,,,,,,,,,
38760,21020,2023-05-12,,,,,,,8.3,,,,,,,,,,,,,,
37065,20834,2023-04-13,28.7,30.6,5.4,6.0,19.0,19.0,7.8,8.4,32.5,,,,,,,,,,,,
32200,17885,2022-10-28,26.5,28.6,4.45,4.89,22.0,24.0,7.7,,,,,,,,,,,,,,
32250,17729,2022-07-13,28.386,29.634,5.338,6.423,25.407,24.525,7.911,,,,,,,,,,,,,,
7364,22813,2023-01-09,29.0,,4.84,,22.0,21.0,8.0,,35.0,,,,,,,,,,,,
32637,15804,2022-11-19,28.0,30.0,,,32.0,,7.9,8.1,37.0,,,,,,,,,,,,
32257,17634,2022-06-01,28.666,29.917,5.0,6.899,14.0,14.0,7.57,,,,,,,,,,,,,,
38761,20075,2023-04-27,,,,,,,8.1,,,,,,,,,,,,,,
32305,16708,2022-05-12,29.964,31.638,6.02,8.702,7.494,8.176,7.441,,,,,,,,,,,,,,
34732,16575,2023-05-25,26.025,27.1,5.225,5.7,,,6.925,7.7,40.0,,,,,,,,,,,,
7384,17456,2023-01-18,28.3,29.1,4.42,4.22,24.0,24.0,7.6,,30.0,,,,,,,,,,,,
38265,21595,2023-03-20,,,,,30.0,,8.2,8.3,97.5,,,,0.056,110.0,5800.0,440.0,1142.0,0.0,110.0,78.84,110000.0
20902,15484,2022-08-02,29.3,,5.36,,22.0,,7.68,,60.0,,,,,,,,,,,,
31247,18359,2022-09-15,27.0,,,,21.0,,7.63,,40.0,,,,,,,,,,,,
38258,18734,2023-05-11,,27.3,,6.32,27.0,,7.9,7.9,47.5,,,,1.4,,,,,,,,92500.0
6,15756,2023-03-20,27.867,29.927,4.541,3.768,14.627,13.658,7.738,8.099,40.0,,,,,,,,,,,,
12568,18367,2022-05-18,28.5,30.3,,,,,8.6,8.6,70.0,,,,,,,,,,,,
36814,19686,2022-12-26,27.0,27.8,3.56,3.96,30.5,,7.27,,30.0,,,,,,,,,,,,1010000.0
34689,19600,2023-03-01,29.5,31.2,4.1,7.7,,,,,25.0,,,,,,,,,,,,
32247,18924,2022-07-20,28.268,29.973,3.111,6.771,15.554,15.123,7.531,,,,,,,,,,,,,,
7371,15868,2022-12-03,27.7,31.8,4.68,6.5,29.0,29.0,6.8,7.7,32.0,,0.3,,0.1,134.0,5379.132,322.0,1111.0,,,,655000.0
34723,17880,2022-12-02,26.0,27.6,159.066666667,5.416666667,,,7.4,6.65,35.0,,,,,,,,,,,,
36811,20658,2023-01-13,28.8,30.1,3.04,2.55,26.7,,6.95,,32.5,,0.003,75.0,0.0,88.0,5200.0,360.0,1264.0,0.0,88.0,177.0,
32309,20949,2022-06-21,,,,,8.0,,8.2,,32.0,,,,,145.0,,,,,,,
14351,17112,2022-12-08,,,,4.1,,,,7.6,25.0,,,,,,,,,,,,
31451,14583,2022-07-06,29.0,31.0,,,31.0,,8.1,8.5,45.0,,,,,,,,,,,,
36250,21659,2022-08-14,,,,,16.0,,8.0,,40.0,,,,,,,,,,,,
34721,18467,2022-12-21,28.1,29.1,4.85,5.05,,,7.5,7.7,40.0,,,,,,,,,,,,
32335,18919,2022-05-13,28.812,37.496,6.453,18.148,4.477,3.667,6.544,,,,,,,,,,,,,,
37707,20671,2023-02-15,27.0,27.0,7.5,6.7,12.0,11.0,7.9,8.1,20.0,,,,,,,,,,,,
32636,15316,2022-07-02,,,,,,9.0,8.0,,60.0,,,,,125.0,,,,,,,
34688,17274,2023-02-11,30.5,32.4,4.3,6.766666667,,,,,45.0,,,,,,,,,,,,
32249,20666,2022-09-27,29.328,32.344,5.487,7.243,18.539,18.258,7.6,,,,,,,,,,,,,,
36828,17609,2023-01-23,28.9,30.7,3.84,3.31,26.3,,7.2,,37.5,,,,,,,,,,,,
12552,20600,2022-06-19,26.5,30.3,,,,,7.6,8.3,62.666666667,,,,,,,,,,,,
32324,17640,2022-07-30,,,,,12.0,,8.0,,30.0,,,,,130.0,,,,,,,
32257,17634,2022-06-28,27.5,29.6,4.23,5.963,17.0,15.0,8.22,,,,,,,,,,,,,,
36293,16052,2022-12-29,27.6,28.45,5.2,5.4,,,7.6,,20.0,,,,,,,,,,,,
31866,20837,2022-12-28,27.0,28.0,,,,,7.6,7.9,45.0,,,,0.059,104.0,3600.0,320.0,797.0,0.0,104.0,103.0,2040000.0
7,18975,2022-10-10,28.52,30.606,4.707,6.76,22.136,21.326,8.679,,47.5,,,,,,,,,,,,
33362,20550,2022-08-07,,,,,10.0,,7.9,,,,,,,135.0,,,,,,,
37707,20671,2023-03-24,28.0,30.0,7.3,6.5,11.0,10.0,8.0,8.1,35.0,,,,,,,,,,,,
35566,17405,2023-01-01,26.4,27.3,5.1,5.4,16.0,16.0,7.6,7.9,32.5,,,,,,,,,,,,
32636,15316,2022-07-17,,,,,,8.0,7.8,,55.0,,,,,120.0,,,,,,,
19637,20664,2021-11-03,,30.85,,4.795,30.0,26.0,8.1,,32.5,,,,,,,,,,,,
37064,15301,2023-03-31,27.3,28.3,5.5,6.4,20.0,20.0,7.9,8.6,32.5,,,,,,,,,,,,
35778,19669,2022-10-24,,,,,5.0,,8.0,,32.0,,,,,,,,,,,,
24758,16341,2021-11-07,29.0,,4.1,,23.0,,7.8,,,,,,,,,,,,,,
33358,20521,2022-11-15,,,,,4.0,,8.0,,75.0,,,,,115.0,,,,,,,
34705,17738,2022-12-26,28.7,30.9,3.775,7.816666667,,,,,25.0,,,,,,,,,,,,
20102,17753,2022-03-24,28.0,31.0,,,22.0,22.0,8.1,8.4,47.5,,,,,,,,,,,,
14350,15982,2022-12-07,,,,3.7,,,,7.6,35.0,,,,,,,,,,,,
20909,9106,2022-07-26,27.4,,4.83,,20.0,,9.0,,50.0,,,,,,,,,,,,
32245,18028,2022-09-10,28.082,29.0,4.439,5.0,16.665,16.0,7.603,7.929,,,,,,,,,,,,,
32295,19319,2022-10-03,28.99,30.866,2.797,7.707,5.856,5.49,8.276,9.095,,,,,,,,,,,,,
36088,16958,2022-10-27,27.0,,,,38.0,,7.8,,30.0,,,,,,,,,,,,
21973,18918,2021-05-25,28.5,29.4,5.54,5.57,27.0,,7.59,8.02,32.5,,,,,,,,,,,,
32505,15773,2022-05-28,26.3,29.3,5.0,8.0,23.0,22.0,7.3,,,,,,,,,,,,,,
19152,9105,2022-10-05,28.0,30.0,,,17.0,17.0,8.1,8.5,30.0,,,,,,,,,,,,
32398,15789,2022-06-16,27.5,28.1,,,18.0,18.0,7.32,,,,,,,,,,,,,,
31480,18609,2022-07-21,28.0,30.0,,,28.0,,8.6,8.9,37.5,,,,0.033,124.0,5260.0,379.0,1186.0,20.0,104.0,96.0,820000.0
36819,23529,2022-11-12,29.012,,5.251,,35.12,,8.181,,,,,,,,,,,,,,
32228,22404,2022-07-22,26.87,27.79,4.425,5.071,29.16,28.389,7.876,,,,,,,,,,,,,,
20917,12857,2022-08-19,,,,,24.0,,7.47,,35.0,,,,,,,,,,,,
7384,17456,2023-01-03,26.6,28.2,4.34,3.91,20.0,20.0,7.6,,35.0,,,,,,,,,,,,192500.0
31335,17857,2022-05-23,27.2,29.5,6.12,5.2,13.0,13.0,7.53,7.45,,,,,,,,,,,,,
34727,15970,2022-07-20,23.6,24.9,5.6,7.3,14.8,,8.5,8.6,95.0,,,,,,,,,,,,
36823,18190,2022-12-23,27.9,28.7,4.52,3.67,29.5,,7.3,,30.0,,,,,,,,,,,,
39615,16142,2023-05-24,26.626,27.793,5.783,6.118,20.617,20.463,8.548,,,,,,,,,,,,,,
30609,19068,2022-12-28,27.1,28.7,4.2,,,17.0,7.94,,35.0,,,,,,,,,,,,
32233,7616,2022-09-13,28.668,31.106,4.438,6.286,7.941,9.946,8.513,,,,,,,,,,,,,,
34709,18877,2023-01-11,29.7,30.933333333,4.9,4.216666667,,,,,20.0,,,,,,,,,,,,
